0005	00794
0005	01059
0005	02101
0005	00793
0005	07556
0005	02104
0005	07555
0005	02103
0005	00799
0005	02106
0005	02105
0005	02108
0005	07552
0005	02107
0005	00796
0005	01051
0005	01050
0005	07557
0005	00790
0005	00791
0005	01053
0005	02100
0005	01045
0005	01046
0005	07544
0005	01048
0005	01049
0005	04695
0005	04697
0005	04698
0005	04699
0005	01042
0005	07549
0005	01041
0005	07546
0005	02128
0005	07571
0005	02127
0005	02129
0005	02124
0005	07576
0005	07575
0005	02123
0005	02126
0005	01078
0005	07577
0005	01079
0005	04685
0005	04684
0005	04681
0005	04680
0005	07570
0005	04686
0005	01077
0005	02120
0005	01073
0005	01072
0005	01070
0005	02118
0005	07560
0005	01067
0005	07567
0005	02115
0005	02114
0005	07565
0005	02112
0005	04671
0005	04674
0005	04670
0005	40392
0005	04676
0005	04677
0005	01064
0005	02111
0005	01062
0005	01802
0005	00759
0005	07591
0005	00756
0005	01803
0005	07592
0005	01805
0005	01807
0005	07597
0005	00750
0005	07598
0005	00754
0005	00752
0005	00753
0005	07596
0005	01093
0005	01098
0005	01091
0005	01815
0005	00768
0005	01814
0005	00769
0005	01812
0005	01817
0005	00760
0005	00761
0005	01811
0005	01810
0005	00764
0005	07583
0005	00766
0005	01081
0005	01083
0005	40379
0005	01080
0005	01828
0005	01827
0005	01829
0005	00778
0005	09711
0005	01820
0005	00776
0005	00777
0005	09712
0005	01822
0005	09710
0005	00775
0005	00773
0005	00771
0005	09719
0005	09716
0005	09715
0005	01839
0005	01838
0005	00789
0005	01836
0005	01835
0005	01834
0005	01831
0005	09700
0005	00787
0005	00788
0005	00782
0005	00783
0005	09707
0005	09706
0005	09702
0005	09705
0005	04620
0005	04621
0005	04623
0005	03179
0005	04624
0005	02180
0005	04625
0005	04626
0005	04627
0005	04628
0005	02183
0005	04629
0005	02181
0005	02187
0005	02189
0005	03170
0005	01844
0005	01841
0005	01842
0005	01848
0005	00712
0005	03174
0005	00715
0005	03171
0005	01846
0005	00717
0005	00719
0005	01849
0005	00718
0005	03169
0005	04610
0005	04616
0005	04613
0005	04614
0005	02173
0005	02174
0005	02175
0005	02176
0005	02177
0005	02179
0005	02178
0005	01851
0005	01852
0005	00722
0005	01853
0005	01854
0005	00725
0005	03163
0005	01859
0005	00723
0005	03165
0005	03166
0005	04604
0005	03158
0005	04601
0005	04609
0005	01865
0005	00730
0005	01863
0005	00732
0005	01864
0005	01860
0005	03156
0005	03153
0005	00735
0005	03152
0005	01867
0005	00737
0005	01868
0005	00736
0005	03150
0005	02199
0005	00744
0005	01874
0005	01875
0005	00742
0005	01877
0005	00741
0005	03142
0005	03143
0005	03145
0005	00749
0005	00748
0005	00747
0005	01879
0005	03140
0005	03141
0005	02144
0005	01880
0005	02142
0005	03137
0005	03138
0005	04667
0005	04666
0005	03136
0005	04669
0005	04668
0005	03139
0005	03130
0005	05397
0005	05399
0005	01889
0005	05393
0005	04662
0005	05395
0005	05390
0005	01883
0005	01015
0005	02145
0005	01882
0005	01014
0005	05391
0005	01886
0005	01019
0005	02149
0005	01885
0005	02133
0005	01891
0005	03127
0005	04653
0005	03129
0005	04659
0005	05389
0005	05388
0005	01009
0005	03121
0005	04651
0005	05384
0005	03120
0005	04652
0005	03123
0005	04650
0005	02134
0005	01004
0005	01893
0005	05381
0005	01892
0005	01003
0005	01001
0005	02137
0005	01008
0005	01896
0005	01007
0005	02139
0005	01006
0005	01898
0005	01030
0005	02166
0005	02165
0005	01033
0005	04647
0005	03119
0005	05379
0005	03117
0005	04649
0005	04648
0005	04643
0005	03115
0005	04642
0005	03116
0005	04644
0005	05371
0005	03110
0005	08192
0005	08195
0005	08194
0005	05375
0005	08197
0005	05378
0005	05377
0005	01039
0005	01038
0005	08198
0005	01035
0005	01034
0005	01037
0005	05370
0005	01021
0005	02153
0005	02155
0005	02154
0005	02151
0005	04638
0005	04637
0005	03108
0005	04636
0005	04635
0005	03109
0005	04632
0005	03104
0005	04631
0005	00707
0005	05362
0005	05367
0005	05365
0005	05364
0005	01029
0005	01028
0005	01026
0005	02156
0005	05340
0005	05343
0005	05344
0005	05347
0005	05346
0005	05349
0005	05348
0005	08297
0005	08292
0005	05350
0005	05355
0005	05356
0005	08293
0005	05353
0005	08294
0005	05359
0005	06801
0005	06802
0005	06805
0005	08287
0005	08282
0005	05321
0005	08283
0005	08284
0005	08285
0005	05329
0005	05325
0005	05324
0005	05327
0005	05326
0005	08277
0005	08278
0005	08273
0005	05333
0005	08271
0005	05331
0005	05339
0005	05337
0005	05336
0005	05335
0005	03992
0005	03990
0005	08261
0005	06830
0005	08263
0005	08262
0005	08267
0005	08266
0005	08269
0005	03999
0005	06834
0005	05303
0005	06833
0005	05304
0005	03997
0005	03995
0005	05306
0005	06837
0005	06836
0005	06835
0005	05309
0005	03981
0005	05312
0005	08252
0005	08251
0005	05311
0005	06840
0005	08250
0005	08256
0005	08255
0005	08253
0005	08257
0005	04706
0005	04705
0005	03986
0005	06843
0005	05315
0005	05316
0005	06842
0005	03987
0005	05313
0005	04702
0005	03988
0005	03989
0005	04700
0005	05319
0005	03983
0005	06846
0005	05317
0005	06849
0005	06848
0005	05318
0005	03985
0005	03182
0005	03188
0005	03187
0005	03186
0005	08247
0005	08249
0005	08248
0005	03180
0005	08245
0005	06819
0005	06816
0005	06813
0005	06812
0005	06811
0005	06810
